bin,bank,type,length,name
627068,SPABANK,CC,16,平安银行
627069,SPABANK,CC,16,平安银行
628200,HKB,CC,16,汉口银行
628201,CEB,CC,16,中国光大银行
628202,CEB,CC,16,中国光大银行
628203,BJBANK,CC,16,北京银行
628204,JHBANK,CC,16,金华银行
628205,TCCB,CC,16,天津银行
628206,CITIC,CC,16,中信银行
628207,NBBANK,CC,16,宁波银行
628208,CITIC,CC,16,中信银行
628209,CITIC,CC,16,中信银行
628210,JSBANK,CC,16,江苏银行
628211,SHRCB,CC,16,上海农村商业银行
628212,CIB,CC,16,兴业银行
628213,GYCB,CC,16,贵阳市商业银行
628214,NXBANK,CC,16,宁夏银行
628217,DYCCB,CC,16,东营市商业银行
628219,GLBANK,CC,16,桂林银行
628220,CQBANK,CC,16,重庆银行
628221,SPDB,CC,16,上海浦东发展银行
628222,SPDB,CC,16,上海浦东发展银行
628223,SRBANK,CC,16,上饶银行
628224,HRBANK,CC,16,哈尔滨银行
628226,JSRCU,CC,16,江苏省农村信用联合社
628227,BGB,CC,16,广西北部湾银行
628228,CDCB,CC,16,成都银行
628229,CDB,CC,16,国家开发银行
628230,SHBANK,CC,16,上海银行
628231,FDB,CC,16,富滇银行
628232,FJNX,CC,16,福建省农村信用社联合社
628233,GZB,CC,16,赣州银行
628234,WHCCB,CC,16,威海市商业银行
628236,HZCB,CC,16,杭州银行
628238,JJBANK,CC,16,九江银行
628239,QDCCB,CC,16,青岛银行
628242,NJCB,CC,16,南京银行
628248,WJRCB,CC,16,吴江农商银行
628250,CZCB,CC,16,浙江稠州商业银行
628251,HSBANK,CC,16,徽商银行
628252,H3CB,CC,16,内蒙古银行
628253,ORBANK,CC,16,鄂尔多斯银行
628255,WZCB,CC,16,温州银行
628257,RZB,CC,16,日照银行
628258,CMBC,CC,16,中国民生银行
628259,GDB,CC,16,广东发展银行
628260,GDB,CC,16,广东发展银行
628261,BOJZ,CC,16,锦州银行
628263,LZYH,CC,16,兰州银行
628267,CRCBANK,CC,16,重庆农村商业银行
628268,ABC,CC,16,中国农业银行
628269,ABC,CC,16,中国农业银行
628271,ZYB,CC,16,中原银行
628272,CSRCB,CC,16,常熟农村商业银行
628279,LSBANK,CC,16,莱商银行
628280,ZJNX,CC,16,浙江省农村信用社联合社
628281,CSCB,CC,16,长沙银行
628282,CSCB,CC,16,长沙银行
628283,CSCB,CC,16,长沙银行
628285,SJBANK,CC,16,盛京银行
628286,ICBC,CC,16,中国工商银行
628287,BOQH,CC,16,青海银行
628288,ICBC,CC,16,中国工商银行
628299,DLB,CC,16,大连银行
628300,NBYZ,CC,16,鄞州银行
628301,TRCB,CC,16,天津农商银行
628305,NCB,CC,16,南昌银行
628306,HZCCB,CC,16,湖州市商业银行
628307,YNRCC,CC,16,云南省农村信用社
628308,CDRCB,CC,16,成都农商银行
628310,PSBC,CC,16,中国邮政储蓄银行
628311,ZBCB,CC,16,齐商银行
628312,BOC,CC,16,中国银行
628317,CCB,CC,16,中国建设银行
628318,HXBANK,CC,16,华夏银行
628321,BHB,CC,16,河北银行
628322,SDEB,CC,16,顺德农商银行
628333,DAQINGB,CC,16,龙江银行
628359,LSBC,CC,16,临商银行
628366,CCB,CC,16,中国建设银行
628367,GCB,CC,16,广州银行
628368,DAQINGB,CC,16,龙江银行
628369,WRCB,CC,16,无锡农村商业银行
628370,CITIC,CC,16,中信银行
628371,CITIC,CC,16,中信银行
628372,CITIC,CC,16,中信银行
628379,QLBANK,CC,16,齐鲁银行
628381,JRCB,CC,16,江苏江阴农村商业银行
628382,YDRCB,CC,16,尧都农商行
628386,SLH,CC,16,湖南农村信用社联合社
628391,BANKWF,CC,16,潍坊银行
628397,DZBANK,CC,16,德州银行
683970,BOQZ,DC,18,泉州银行
6886592,XMCCB,DC,18,厦门市商业银行
690755,CMB,DC,15,招商银行
690755,CMB,DC,18,招商银行
694301,CSCB,DC,18,长沙银行
69580,JSBANK,DC,18,江苏银行
84301,SPDB,DC,16,上海浦东发展银行
84336,SPDB,DC,16,上海浦东发展银行
84342,SPDB,DC,16,上海浦东发展银行
84361,SPDB,DC,16,上海浦东发展银行
84373,SPDB,DC,16,上海浦东发展银行
84380,SPDB,DC,16,上海浦东发展银行
84385,SPDB,DC,16,上海浦东发展银行
84390,SPDB,DC,16,上海浦东发展银行
87000,SPDB,DC,16,上海浦东发展银行
87010,SPDB,DC,16,上海浦东发展银行
87030,SPDB,DC,16,上海浦东发展银行
87040,SPDB,DC,16,上海浦东发展银行
87050,SPDB,DC,16,上海浦东发展银行
900000,ICBC,DC,19,中国工商银行
900003,CMBC,DC,16,中国民生银行
900010,ICBC,DC,19,中国工商银行
900105,SDRCU,DC,16,山东省农村信用社
900205,SDRCU,DC,16,山东省农村信用社
90030,CEB,DC,16,中国光大银行
90592,CIB,DC,16,兴业银行
909810,GZRCU,DC,18,贵州省农村信用社
9111,GDB,DC,19,广东发展银行
920000,CEP,DC,16,中银通商务支付有限公司
921000,CEP,PC,19,中银通商务支付有限公司
940001,URMQCCB,DC,19,乌鲁木齐市商业银行
940002,ASCB,DC,16,鞍山银行
940003,BOJZ,DC,17,锦州银行
940006,NCB,DC,17,南昌银行
940008,QLBANK,DC,19,齐鲁银行
940012,JLBANK,DC,16,吉林银行
940013,SHRCB,DC,16,上海农村商业银行
940015,TCCB,DC,18,天津银行
940016,GCB,DC,19,广州银行
940017,NTCCB,DC,18,南通商业银行
940018,CQBANK,DC,16,重庆银行
940020,CRCBANK,DC,16,重庆农村商业银行
940021,SHBANK,DC,18,上海银行
940022,NBBANK,DC,16,宁波银行
940023,XMBANK,DC,16,厦门银行
940025,ZJCCB,DC,16,镇江市商业银行
940027,CDCB,DC,19,成都银行
940029,KSRCB,DC,19,昆山农信社
940030,CSRCB,DC,19,常熟农村商业银行
9400301,CSRCB,DC,19,常熟农村商业银行
940031,JSB,DC,17,晋商银行
940032,HBC,DC,16,湖北银行
940034,EGBANK,DC,17,恒丰银行
940035,GZRCU,DC,18,贵州省农村信用社
940037,NHB,DC,18,南海农村信用联社
940038,SDEB,DC,16,顺德农商银行
940039,SJBANK,DC,16,盛京银行
940040,LZYH,DC,16,兰州银行
940041,BOL,DC,17,洛阳银行
940042,KMRCU,DC,18,昆明农村信用联合社
940043,LYCB,DC,17,辽阳市商业银行
940044,WHRCB,DC,17,武汉农村商业银行
940046,BHB,DC,19,河北银行
94004602,QHDCCB,DC,19,秦皇岛市商业银行
94004604,BOCZ,DC,19,沧州银行
940047,JLBANK,DC,16,吉林银行
940048,ZHCCB,DC,19,珠海华润银行股份有限公司
940049,HRBANK,DC,18,哈尔滨银行
940050,BOD,DC,16,东莞银行
940051,JHBANK,DC,16,金华银行
940053,FSCCB,DC,18,抚顺银行股份有限公司
940054,HLDCCB,DC,16,葫芦岛市商业银行
940055,HBC,DC,17,湖北银行
940056,ZZCCB,DC,17,郑州商业银行
940057,ZBCB,DC,17,齐商银行
940058,JRCB,DC,16,江苏江阴农村商业银行
940060,BODD,DC,16,丹东银行
940061,QDCCB,DC,16,青岛银行
940062,DRCBCL,DC,19,东莞农村商业银行
940063,ZRCBANK,DC,17,张家港农村商业银行
940065,RZCCB,DC,19,日照银行
940066,LSB,DC,19,临商银行
940068,BOQH,DC,17,青海银行
940069,TZCB,DC,17,台州银行
940070,YCCCB,DC,16,盐城商行
940071,CSCB,DC,19,长沙银行
940072,BANKWF,DC,16,潍坊银行
940073,GZB,DC,19,赣州银行
940074,BOQZ,DC,18,泉州银行
940076,JSBANK,DC,16,江苏银行
955100,PSBC,DC,19,中国邮政储蓄银行
95555,CMB,DC,16,招商银行
955590,COMM,CC,16,交通银行
955591,COMM,CC,16,交通银行
955592,COMM,CC,16,交通银行
955593,COMM,CC,16,交通银行
9558,ICBC,DC,19,中国工商银行
95588,ICBC,DC,19,中国工商银行
95595,ABC,DC,19,中国农业银行
95596,ABC,DC,19,中国农业银行
95597,ABC,DC,19,中国农业银行
95598,ABC,DC,19,中国农业银行
95599,ABC,DC,19,中国农业银行
966666,CIB,DC,18,兴业银行
96828,ZZCCB,DC,16,郑州商业银行
968807,CITIC,DC,16,中信银行
968808,CITIC,DC,16,中信银行
968809,CITIC,DC,16,中信银行
984301,SPDB,DC,16,上海浦东发展银行
984303,SPDB,DC,16,上海浦东发展银行
985262,SDEB,DC,16,顺德农商银行
9896,CQBANK,DC,16,重庆银行
990871,FDB,DC,18,富滇银行
998800,SPABANK,DC,16,平安银行
998801,SPABANK,CC,16,平安银行
998802,SPABANK,CC,16,平安银行
999999,HXBANK,DC,16,华夏银行
