bin,bank,type,length,name
622284,COMM,SCC,16,交通银行
622285,COMM,CC,16,交通银行
622286,HZCB,CC,16,杭州银行
622287,ZJTLCB,CC,16,浙江泰隆商业银行
622288,ZJNX,CC,16,浙江省农村信用社联合社
622289,NBYZ,CC,16,鄞州银行
622290,FJNX,CC,16,福建省农村信用社联合社
622291,LZCCB,DC,18,柳州银行
622292,LZCCB,DC,18,柳州银行
622293,DSB,CC,16,大新银行
622294,DSB,CC,16,大新银行
622295,DSB,CC,16,大新银行
622296,DSB,CC,16,大新银行
622297,DSB,DC,16,大新银行
622298,SPABANK,DC,16,平安银行
622300,SHBANK,CC,16,上海银行
622301,HZCCB,DC,19,湖州市商业银行
622302,GDRCC,DC,16,广东省农村信用社联合社
622302,ICBC,DC,18,中国工商银行
622303,NJCB,CC,16,南京银行
622303,ICBC,DC,18,中国工商银行
622305,NJCB,DC,16,南京银行
622305,ICBC,DC,18,中国工商银行
622307,ICBC,DC,18,中国工商银行
622307,JJBANK,DC,19,九江银行
622308,FDB,DC,17,富滇银行
622308,ICBC,DC,18,中国工商银行
622309,ICBC,DC,18,中国工商银行
622309,CZBANK,DC,19,浙商银行
622310,BOQH,DC,17,青海银行
622312,JSRCU,DC,16,江苏省农村信用联合社
622313,ICBC,DC,18,中国工商银行
622315,BSB,CC,16,包商银行
622316,NBBANK,DC,16,宁波银行
622318,NBBANK,CC,16,宁波银行
622319,SDRCU,DC,16,山东省农村信用社
622320,SDRCU,DC,16,山东省农村信用社
622321,TZCB,CC,16,台州银行
622322,SDEB,DC,16,顺德农商银行
622323,CSRCB,DC,19,常熟农村商业银行
622324,JSRCU,DC,19,江苏省农村信用联合社
622325,HKB,DC,16,汉口银行
622327,HSBANK,DC,17,徽商银行
622328,DRCBCL,DC,19,东莞农村商业银行
622329,TRCB,DC,19,天津农商银行
622331,TCCB,DC,18,天津银行
622332,ZRCBANK,DC,17,张家港农村商业银行
622333,BOD,DC,16,东莞银行
622335,BGB,DC,16,广西北部湾银行
622336,BSB,DC,17,包商银行
622337,JSBANK,DC,16,江苏银行
622338,JZCBANK,DC,19,焦作市商业银行
622339,NBYZ,DC,16,鄞州银行
622340,HSBANK,DC,17,徽商银行
622341,JRCB,DC,16,江苏江阴农村商业银行
622342,PZHCCB,DC,19,攀枝花市商业银行
622343,GDRCC,DC,19,广东省农村信用社联合社
622345,CDRCB,DC,19,成都农商银行
622349,NCB,CC,16,南昌银行
622350,NCB,CC,16,南昌银行
622351,NCB,DC,16,南昌银行
622352,CYBC,CC,16,集友银行
622353,CYBC,CC,16,集友银行
622355,CYBC,DC,16,集友银行
622358,HBRCU,DC,19,河北省农村信用社
622359,LSBC,DC,19,临商银行
622360,HSBC,CC,16,汇丰银行(中国)
622361,HSBC,CC,16,汇丰银行(中国)
622362,GDRCC,DC,19,广东省农村信用社联合社
622363,RBOZ,DC,19,珠海华润银行
622365,HKBEA,DC,17,东亚银行
622366,HSBANK,DC,17,徽商银行
622367,MYBANK,DC,19,绵阳市商业银行
622368,CSCB,DC,19,长沙银行
622369,YNRCC,DC,16,云南省农村信用社
622370,BOQZ,DC,19,泉州银行
622371,CITI,CC,16,花旗银行(中国)
622372,BEAHK,CC,16,东亚银行有限公司
622373,DSB,CC,16,大新银行
622375,DSB,DC,17,大新银行
622376,HSB,CC,16,恒生银行
622377,HSB,CC,16,恒生银行
622378,HSB,CC,16,恒生银行
622379,QLBANK,DC,19,齐鲁银行
622383,DLB,CC,16,大连银行
622384,EGBANK,DC,17,恒丰银行
622385,DLB,CC,16,大连银行
622386,SHBANK,CC,16,上海银行
622387,WLB,CC,16,永隆银行
622388,FJHXBC,DC,16,福建海峡银行
622389,NBYZ,CC,16,鄞州银行
622391,BANKWF,DC,16,潍坊银行
622392,LUZBANK,DC,19,泸州市商业银行
622393,XMBANK,DC,16,厦门银行
622394,JSBANK,DC,16,江苏银行
622395,DTCCB,DC,19,大同银行
622396,HBC,DC,17,湖北银行
622397,YCCB,CC,16,宜昌市商业银行
622398,HLDB,DC,16,葫芦岛市商业银行
622399,LYCB,DC,17,辽阳市商业银行
622400,BOYK,DC,17,营口银行
622406,HSBC,DC,17,汇丰银行(中国)
622407,HSBC,DC,19,汇丰银行(中国)
622409,HSB,DC,19,恒生银行
622410,HSB,DC,17,恒生银行
622411,WHCCB,DC,16,威海市商业银行
622412,HURCB,DC,16,湖北省农村信用社
622413,ASCB,DC,16,鞍山银行
622415,BODD,DC,16,丹东银行
622418,JSBANK,DC,16,江苏银行
622420,BOL,DC,17,洛阳银行
622421,ZZBANK,DC,19,郑州银行
6224217,ZZBANK,DC,19,郑州银行
622422,JSBANK,DC,16,江苏银行
622423,WLB,CC,16,永隆银行
622425,HRBANK,DC,17,哈尔滨银行
622425,HRBANK,DC,19,哈尔滨银行
622426,TCCB,CC,16,天津银行
622427,TZCB,DC,16,台州银行
622428,NXBANK,CC,16,宁夏银行
622429,NXBANK,DC,19,宁夏银行
622432,BNU,DC,19,大西洋银行
622434,LSB,DC,19,临商银行
622435,LSB,DC,19,临商银行
622436,LSB,DC,19,临商银行
622439,GRCB,DC,18,广州农商银行
622440,JLBANK,DC,16,吉林银行
622441,ZYB,DC,16,中原银行
622442,FSCB,DC,17,抚顺银行
622442,FSCB,DC,19,抚顺银行
622443,KSRB,DC,19,昆山农村商业银行
622447,JSBANK,DC,16,江苏银行
622448,NYBANK,DC,16,广东南粤银行
622449,JHBANK,DC,16,金华银行
622450,JHBANK,CC,16,金华银行
622451,DSB,CC,16,大新银行
622452,JSRCU,DC,19,江苏省农村信用联合社
622453,CITIC,CC,16,中信银行
622456,CITIC,CC,16,中信银行
622459,CITIC,DC,17,中信银行
622462,CSRCB,CC,16,常熟农村商业银行
622463,CHB,DC,19,创兴银行有限公司
622465,JSB,DC,17,晋商银行
622466,SJBANK,CC,16,盛京银行
622467,GCB,DC,19,广州银行
622468,SHBANK,DC,18,上海银行
622469,YNRCC,CC,16,云南省农村信用社
622470,GDRCC,DC,19,广东省农村信用社联合社
622471,HKBEA,CC,16,东亚银行
622472,HKBEA,CC,16,东亚银行
622475,DAQINGB,DC,16,龙江银行
622476,URMQCCB,CC,16,乌鲁木齐市商业银行
622477,GDRCC,DC,19,广东省农村信用社联合社
622478,SHRCB,DC,16,上海农村商业银行
622481,JRCB,CC,16,江苏江阴农村商业银行
622482,SCBHK,CC,16,渣打银行(香港)
622483,SCBHK,CC,16,渣打银行(香港)
622484,SCBHK,CC,16,渣打银行(香港)
622486,SXCB,DC,16,绍兴银行
622488,WJRCB,DC,16,吴江农商银行
622489,DSB,DC,17,大新银行
622493,AEON,CC,16,AEON银行
622498,BHB,DC,19,河北银行
62249802,QHDCCB,DC,19,秦皇岛市商业银行
62249804,BOCZ,DC,19,沧州银行
622499,BHB,DC,19,河北银行
622500,SPDB,CC,16,上海浦东发展银行
622506,SXRCCU,DC,19,陕西信合
622508,ZYCBANK,DC,16,遵义市商业银行
622509,GDRCC,DC,19,广东省农村信用社联合社
622510,ICBC,DC,18,中国工商银行
622510,GDRCC,DC,19,广东省农村信用社联合社
622511,HBC,DC,17,湖北银行
622516,SPDB,DC,16,上海浦东发展银行
622517,SPDB,DC,16,上海浦东发展银行
622518,SPDB,DC,16,上海浦东发展银行
622519,SPDB,SCC,16,上海浦东发展银行
622520,SPDB,SCC,16,上海浦东发展银行
622521,SPDB,DC,16,上海浦东发展银行
622522,SPDB,DC,16,上海浦东发展银行
622523,SPDB,DC,16,上海浦东发展银行
622525,SPABANK,CC,16,平安银行
622526,SPABANK,CC,16,平安银行
622531,TRCB,DC,19,天津农商银行
622532,JINCHB,DC,19,晋城银行
622535,SPABANK,DC,16,平安银行
622536,SPABANK,DC,16,平安银行
622537,GYCB,CC,16,贵阳市商业银行
622538,SPABANK,DC,16,平安银行
622539,SPABANK,DC,16,平安银行
622546,TFB,DC,19,大丰银行有限公司
622547,TFB,DC,19,大丰银行有限公司
622548,TFB,DC,19,大丰银行有限公司
622555,GDB,CC,16,广东发展银行
622556,GDB,CC,16,广东发展银行
622557,GDB,CC,16,广东发展银行
622558,GDB,CC,16,广东发展银行
622559,GDB,CC,16,广东发展银行
622560,GDB,CC,16,广东发展银行
622561,DYCB,DC,19,德阳商业银行
622562,DYCB,DC,19,德阳商业银行
622563,DYCB,DC,19,德阳商业银行
622566,HKB,CC,16,汉口银行
622567,HKB,CC,16,汉口银行
622568,GDB,DC,19,广东发展银行
622569,WRCB,CC,16,无锡农村商业银行
622570,CEB,CC,16,中国光大银行
622571,CIB,CC,16,兴业银行
622572,CIB,CC,16,兴业银行
622573,CIB,CC,16,兴业银行
622575,CMB,CC,16,招商银行
622576,CMB,CC,16,招商银行
622577,CMB,CC,16,招商银行
622578,CMB,CC,16,招商银行
622579,CMB,CC,16,招商银行
622580,CMB,DC,16,招商银行
622581,CMB,CC,16,招商银行
622582,CMB,CC,16,招商银行
622583,SCB,CC,16,渣打银行
622584,SCB,CC,16,渣打银行
622588,CMB,DC,16,招商银行
622595,NJCB,CC,16,南京银行
622596,NJCB,CC,16,南京银行
622597,ICBC,CC,16,中国工商银行
622598,CMB,DC,16,招商银行
622599,ICBC,CC,16,中国工商银行
622600,CMBC,CC,16,中国民生银行
622601,CMBC,CC,16,中国民生银行
622602,CMBC,CC,16,中国民生银行
622603,CMBC,CC,16,中国民生银行
622609,CMB,DC,16,招商银行
622611,SHRCB,CC,16,上海农村商业银行
622613,CQBANK,CC,16,重庆银行
622615,CMBC,DC,16,中国民生银行
622616,CMBC,DC,16,中国民生银行
622617,CMBC,DC,16,中国民生银行
622618,CMBC,DC,16,中国民生银行
622619,CMBC,DC,16,中国民生银行
622620,CMBC,DC,16,中国民生银行
622621,CMBC,CC,16,中国民生银行
622622,CMBC,DC,16,中国民生银行
622623,CMBC,CC,16,中国民生银行
622625,HKB,CC,16,汉口银行
622626,HKB,CC,16,汉口银行
622630,HXBANK,DC,16,华夏银行
622631,HXBANK,DC,16,华夏银行
622632,HXBANK,DC,16,华夏银行
622633,HXBANK,DC,16,华夏银行
622636,HXBANK,CC,16,华夏银行
622637,HXBANK,CC,16,华夏银行
622638,HXBANK,CC,16,华夏银行
622644,DAQINGB,DC,19,龙江银行
622648,WJRCB,CC,16,吴江农商银行
622650,CEB,CC,16,中国光大银行
622651,HSBANK,CC,16,徽商银行
622655,CEB,CC,16,中国光大银行
622656,COMM,CC,16,交通银行
622657,CEB,CC,16,中国光大银行
622658,CEB,CC,16,中国光大银行
622659,CEB,CC,16,中国光大银行
622660,CEB,DC,16,中国光大银行
622661,CEB,DC,16,中国光大银行
622662,CEB,DC,16,中国光大银行
622663,CEB,DC,16,中国光大银行
622664,CEB,DC,16,中国光大银行
622665,CEB,DC,16,中国光大银行
622666,CEB,DC,16,中国光大银行
622667,CEB,DC,16,中国光大银行
622668,CEB,DC,16,中国光大银行
622669,CEB,DC,16,中国光大银行
622670,CEB,DC,16,中国光大银行
622671,CEB,DC,16,中国光大银行
622672,CEB,DC,16,中国光大银行
622673,CEB,DC,16,中国光大银行
622674,CEB,DC,16,中国光大银行
622675,CCB,CC,16,中国建设银行
622676,CCB,CC,16,中国建设银行
622677,CCB,CC,16,中国建设银行
622678,CITIC,CC,16,中信银行
622679,CITIC,CC,16,中信银行
622680,CITIC,CC,16,中信银行
622681,JXRCU,DC,19,江西省农村信用
622682,JXRCU,DC,19,江西省农村信用
622683,JXRCU,DC,19,江西省农村信用
622684,BOHAIB,DC,16,渤海银行
622685,CEB,CC,16,中国光大银行
622686,ZJNX,CC,16,浙江省农村信用社联合社
622687,CEB,CC,16,中国光大银行
622688,CITIC,CC,16,中信银行
622689,CITIC,CC,16,中信银行
622690,CITIC,DC,16,中信银行
622691,CITIC,DC,16,中信银行
622692,CITIC,DC,16,中信银行
622693,SPDB,CC,16,上海浦东发展银行
622696,CITIC,DC,16,中信银行
622698,CITIC,DC,16,中信银行
622700,CCB,DC,19,中国建设银行
622707,CCB,DC,16,中国建设银行
622708,CCB,CC,16,中国建设银行
622717,ZJTLCB,SCC,16,浙江泰隆商业银行
622722,SHRCB,CC,16,上海农村商业银行
622740,MTBANK,CC,16,浙江民泰商业银行
62275,BOC,CC,16,中国银行
622760,BOC,CC,16,中国银行
622761,BOC,CC,16,中国银行
622762,BOC,CC,16,中国银行
622763,BOC,CC,16,中国银行
622764,BOC,CC,16,中国银行
622765,BOC,CC,16,中国银行
622766,CITIC,CC,16,中信银行
622767,CITIC,CC,16,中信银行
622768,CITIC,CC,16,中信银行
622775,WHBMA,CC,16,澳门永亨银行
622777,QJCCB,DC,16,曲靖市商业银行
622778,NBBANK,CC,16,宁波银行
622785,WHBMA,CC,16,澳门永亨银行
622802,FJNX,CC,16,福建省农村信用社联合社
622806,ICBC,DC,18,中国工商银行
622808,CDRCB,CC,16,成都农商银行
622809,HRBANK,CC,16,哈尔滨银行
622810,PSBC,CC,16,中国邮政储蓄银行
622811,PSBC,CC,16,中国邮政储蓄银行
622812,PSBC,CC,16,中国邮政储蓄银行
622813,CDCB,CC,16,成都银行
622815,JSRCU,CC,16,江苏省农村信用联合社
622816,JSRCU,CC,16,江苏省农村信用联合社
622817,BOQH,CC,16,青海银行
622818,CDCB,CC,16,成都银行
622820,ABC,SCC,16,中国农业银行
622821,ABC,DC,19,中国农业银行
622822,ABC,DC,19,中国农业银行
622823,ABC,DC,19,中国农业银行
622824,ABC,DC,19,中国农业银行
622825,ABC,DC,19,中国农业银行
622826,ABC,DC,19,中国农业银行
622827,ABC,DC,19,中国农业银行
622828,ABC,DC,19,中国农业银行
622829,TRCB,CC,16,天津农商银行
622830,ABC,SCC,16,中国农业银行
622836,ABC,CC,16,中国农业银行
622837,ABC,CC,16,中国农业银行
622838,ABC,CC,16,中国农业银行
622839,ABC,CC,16,中国农业银行
622841,ABC,DC,19,中国农业银行
622843,ABC,DC,19,中国农业银行
622844,ABC,DC,19,中国农业银行
622845,ABC,DC,19,中国农业银行
622846,ABC,DC,19,中国农业银行
622847,ABC,DC,19,中国农业银行
622848,ABC,DC,19,中国农业银行
622849,ABC,DC,19,中国农业银行
622851,BJBANK,CC,16,北京银行
622852,BJBANK,CC,16,北京银行
622853,BJBANK,CC,16,北京银行
622855,BOSZ,DC,19,苏州银行
622856,GLBANK,DC,17,桂林银行
622857,RZB,DC,19,日照银行
622858,ZJNX,DC,19,浙江省农村信用社联合社
622859,GDRCC,DC,19,广东省农村信用社联合社
622860,DAQINGB,DC,16,龙江银行
622861,WHB,DC,16,永亨银行
622862,WHB,DC,16,永亨银行
622864,LSBANK,DC,16,莱商银行
622865,JLBANK,DC,19,吉林银行
622866,JSBANK,DC,19,江苏银行
622867,CRCBANK,DC,16,重庆农村商业银行
622868,WZCB,CC,16,温州银行
622869,TCRCB,DC,19,江苏太仓农村商业银行
622870,CJCCB,DC,16,苏州长江商业银行
622871,WHB,DC,16,永亨银行
622876,JSBANK,DC,19,江苏银行
622877,HSBANK,DC,19,徽商银行
622878,HZCB,DC,18,杭州银行
622879,HSBANK,DC,19,徽商银行
622880,LZCCB,DC,16,柳州银行
622881,LZCCB,DC,16,柳州银行
622882,SXRCU,DC,19,山西省农村信用社
622883,HKBEA,CC,16,东亚银行
622884,BOHAIB,DC,16,渤海银行
622885,CRCBANK,DC,16,重庆农村商业银行
622886,YTBANK,DC,16,烟台银行
622891,CZRCB,DC,19,常州农村信用联社
622892,SHBANK,DC,18,上海银行
622893,GZRCU,DC,19,贵州省农村信用社
622895,WRCB,DC,16,无锡农村商业银行
622897,CGNB,DC,19,南充市商业银行
622898,CSCB,CC,16,长沙银行
622899,WZCB,CC,16,温州银行
622900,CSCB,CC,16,长沙银行
622901,CIB,CC,16,兴业银行
622902,CIB,CC,16,兴业银行
622906,SLH,CC,16,湖南农村信用社联合社
622908,CIB,DC,18,兴业银行
622909,CIB,DC,18,兴业银行
622910,ICBC,CC,16,中国工商银行
622916,CITIC,CC,16,中信银行
622918,CITIC,CC,16,中信银行
622919,CITIC,CC,16,中信银行
622921,BHB,CC,16,河北银行
622922,CIB,CC,16,兴业银行
622932,WHB,DC,16,永亨银行
622933,HKBEA,DC,19,东亚银行
622935,JLRCU,DC,19,吉林农信
622936,BOCD,DC,19,承德银行
622937,DZBANK,DC,19,德州银行
622938,HKBEA,DC,19,东亚银行
622939,ZYCBANK,DC,17,遵义市商业银行
622940,SZSBK,DC,19,石嘴山银行
622941,AEON,DC,16,AEON银行
622942,SCB,DC,16,渣打银行
622943,HKBEA,DC,19,东亚银行
622944,ICBC,DC,16,中国工商银行
622945,CCQTGB,DC,16,重庆三峡银行
622946,HSBC,DC,16,汇丰银行(中国)
622947,NXRCU,DC,19,宁夏黄河农村商业银行
622948,SCB,DC,16,渣打银行
622950,HSB,DC,16,恒生银行
622951,HSB,DC,16,恒生银行
622952,SHBANK,DC,16,上海银行
622953,ARCU,DC,19,安徽省农村信用社
622955,SJBANK,DC,16,盛京银行
622957,WHB,DC,16,永亨银行
622958,WHB,DC,16,永亨银行
622959,HBC,DC,19,湖北银行
622960,HDBANK,DC,18,邯郸银行
622961,ZYCBANK,DC,16,遵义市商业银行
622962,CZCCB,DC,17,长治市商业银行
622963,WHB,DC,16,永亨银行
622966,CCB,DC,16,中国建设银行
622967,GZB,DC,19,赣州银行
622968,SXRCU,DC,19,山西省农村信用社
622970,WLB,DC,17,永隆银行
622971,WLB,DC,17,永隆银行
622972,TACCB,DC,19,泰安市商业银行
622973,WHBANK,DC,19,乌海银行
622974,AEON,DC,16,AEON银行
6229756114,QDRCB,DC,19,青岛农村商业银行
6229756115,BJRCB,DC,19,北京农村商业银行
622976,NMGNXS,DC,19,内蒙古农村信用社
622977,DAQINGB,DC,19,龙江银行
622978,ORBANK,DC,19,鄂尔多斯银行
622979,ZYB,DC,19,中原银行
622980,YXCCB,DC,19,玉溪市商业银行
622982,ZJKCCB,DC,19,张家口市商业银行
622983,SPABANK,DC,16,平安银行
622985,SHBANK,DC,18,上海银行
622986,SPABANK,DC,16,平安银行
622987,SHBANK,DC,18,上海银行
622988,CCB,DC,16,中国建设银行
622989,SPABANK,DC,16,平安银行
622990,BOJZ,DC,17,锦州银行
622991,HNRCU,DC,18,河南省农村信用
622992,GXRCU,DC,19,广西省农村信用
622993,DLB,DC,19,大连银行
622994,SCB,DC,16,渣打银行
622995,WJRCB,DC,16,吴江农商银行
622996,CDCB,DC,19,成都银行
622997,CDCB,DC,19,成都银行
622998,CITIC,DC,16,中信银行
622999,CITIC,DC,16,中信银行
623000,BHB,DC,19,河北银行
623001,BGB,DC,16,广西北部湾银行
623002,ICBC,DC,18,中国工商银行
623003,QHDBANK,DC,19,秦皇岛银行
623007,LSBC,DC,19,临商银行
623010,BOD,DC,19,东莞银行
623013,HNRCU,DC,18,河南省农村信用
623016,CQBANK,DC,16,重庆银行
623017,QHRC,DC,16,青海农村信用社
623018,ABC,DC,19,中国农业银行
623019,XMBANK,DC,19,厦门银行
623020,HXBANK,DC,16,华夏银行
623021,HXBANK,DC,16,华夏银行
623022,HXBANK,DC,16,华夏银行
623023,HXBANK,DC,16,华夏银行
623025,HBRCU,DC,19,河北省农村信用社
623026,SXCB,DC,16,绍兴银行
623027,SXRCCU,DC,19,陕西信合
623029,HKB,DC,16,汉口银行
623033,WHRCB,DC,19,武汉农村商业银行
623035,SRCB,DC,16,深圳农村商业银行
623036,FJNX,DC,19,福建省农村信用社联合社
623038,DRCBCL,DC,19,东莞农村商业银行
623039,TZCB,DC,19,台州银行
623051,SXRCU,DC,19,山西省农村信用社
623052,ABC,DC,19,中国农业银行
623058,SPABANK,DC,19,平安银行
623059,HNRCU,DC,18,河南省农村信用
623060,BOCD,DC,19,承德银行
623061,HZCB,DC,18,杭州银行
623062,ICBC,DC,19,中国工商银行
623065,GSRCU,DC,19,甘肃省农村信用
623066,JSRCU,DC,19,江苏省农村信用联合社
623067,JHBANK,DC,16,金华银行
623068,HSBK,DC,19,衡水银行
623069,DLB,DC,19,大连银行
623070,DLB,DC,19,大连银行
623071,CSRCB,DC,19,常熟农村商业银行
623072,CGNB,DC,19,南充市商业银行
623076,HBC,DC,19,湖北银行
623077,RZB,DC,19,日照银行
623078,EGBANK,DC,19,恒丰银行
623081,SJBANK,DC,16,盛京银行
623088,CDRCB,DC,19,成都农商银行
623089,NXBANK,DC,19,宁夏银行
623090,HNRCC,DC,19,湖南省农村信用社
623091,ZJNX,DC,19,浙江省农村信用社联合社
623093,ORBANK,DC,19,鄂尔多斯银行
623094,CCB,DC,19,中国建设银行
623095,NXRCU,DC,19,宁夏黄河农村商业银行
623096,CQBANK,DC,19,重庆银行
623100,ICBC,DC,18,中国工商银行
623101,DZBANK,DC,19,德州银行
623102,WHCCB,DC,19,威海市商业银行
623103,TRCB,DC,19,天津农商银行
623105,HKB,DC,16,汉口银行
623106,HSB,DC,17,恒生银行
623107,HSB,DC,19,恒生银行
623108,SJBANK,DC,16,盛京银行
623109,TJBHB,DC,19,天津滨海农村商业银行
623110,WJRCB,DC,16,吴江农商银行
623111,BJBANK,DC,16,北京银行
623112,WZCB,DC,19,温州银行
623113,GHB,DC,19,广东华兴银行
623115,JRCB,DC,16,江苏江阴农村商业银行
623116,JNBANK,DC,19,济宁银行
623123,ZRCBANK,DC,17,张家港农村商业银行
623125,WRCB,DC,16,无锡农村商业银行
623126,CMB,DC,16,招商银行
623131,JLBANK,DC,19,吉林银行
623132,KSRB,DC,19,昆山农村商业银行
623133,GXRCU,DC,19,广西省农村信用
623135,YXCCB,DC,19,玉溪市商业银行
623136,CMB,DC,16,招商银行
623146,JJBANK,DC,19,九江银行
623150,CJCCB,DC,16,苏州长江商业银行
623151,LYCB,DC,19,辽阳市商业银行
623152,BOP,DC,19,平顶山银行
623153,WHBANK,DC,19,乌海银行
623156,CEB,DC,16,中国光大银行
623162,SHRCB,DC,19,上海农村商业银行
623163,ICBC,DC,19,中国工商银行
623170,QDCCB,DC,19,青岛银行
623177,BOYK,DC,19,营口银行
623178,SNCCB,DC,19,遂宁市商业银行
623179,JSB,DC,19,晋商银行
623181,JLRCU,DC,19,吉林农信
623182,GSBANK,DC,19,甘肃银行
623183,SHBANK,DC,18,上海银行
623184,BOC,DC,19,中国银行
623185,SHBANK,DC,18,上海银行
623188,ASCB,DC,16,鞍山银行
623189,CZRCB,DC,19,常州农村信用联社
623190,YNRCC,DC,19,云南省农村信用社
623197,JINCHB,DC,19,晋城银行
623205,JZCBANK,DC,19,焦作市商业银行
623206,ABC,DC,19,中国农业银行
623207,WHRCB,DC,19,武汉农村商业银行
623208,BOC,DC,19,中国银行
623211,CCB,DC,19,中国建设银行
623218,PSBC,DC,19,中国邮政储蓄银行
623220,ARCU,DC,19,安徽省农村信用社
623221,GLBANK,DC,17,桂林银行
623501,HBRCU,DC,19,河北省农村信用社
623513,HANABANK,DC,16,韩亚银行
623521,BOSZ,DC,19,苏州银行
623531,ZZBANK,DC,19,郑州银行
623535,ZJTLCB,DC,16,浙江泰隆商业银行
623568,BOJZ,DC,19,锦州银行
623569,BOC,DC,19,中国银行
623570,YDNSCZYH,DC,19,尧都农商村镇银行
623571,BOC,DC,19,中国银行
623572,BOC,DC,19,中国银行
623573,BOC,DC,19,中国银行
623575,BOC,DC,19,中国银行
623586,BOC,DC,19,中国银行
623627,GHB,DC,19,广东华兴银行
623644,CCB,DC,19,中国建设银行
623660,ZYB,DC,16,中原银行
623668,CCB,DC,19,中国建设银行
623669,CCB,DC,19,中国建设银行
623683,CMBC,DC,16,中国民生银行
623698,PSBC,DC,19,中国邮政储蓄银行
623699,PSBC,DC,19,中国邮政储蓄银行
625001,TZCB,SCC,16,台州银行
625008,CHB,CC,16,创兴银行有限公司
625009,CHB,CC,16,创兴银行有限公司
625014,BCDMMA,CC,16,澳门商业银行
625016,BCDMMA,CC,16,澳门商业银行
625024,HSB,CC,16,恒生银行
625025,HANABANK,CC,16,韩亚银行
625026,HSB,CC,16,恒生银行
625028,COMMHK,CC,16,交通银行香港分行
625034,HSBC,CC,16,汇丰银行(中国)
625040,BOC,CC,16,中国银行
625044,NCB,CC,16,南昌银行
625046,NCB,CC,16,南昌银行
625048,CYBC,CC,16,集友银行
625050,GCB,CC,16,广州银行
625053,CYBC,CC,16,集友银行
625055,BOC,CC,16,中国银行
625058,NCB,CC,16,南昌银行
625060,CYBC,CC,16,集友银行
625062,WLBHK,CC,16,永隆银行
625063,WLBHK,CC,16,永隆银行
625071,GDB,CC,16,广东发展银行
625072,GDB,CC,16,广东发展银行
625073,GDB,CC,16,广东发展银行
625080,GRCB,CC,16,广州农商银行
625082,CIB,CC,16,兴业银行
625083,CIB,CC,16,兴业银行
625084,CIB,CC,16,兴业银行
625085,CIB,CC,16,兴业银行
625086,CIB,CC,16,兴业银行
625087,CIB,CC,16,兴业银行
625088,SDEB,CC,16,顺德农商银行
625090,DAQINGB,CC,16,龙江银行
625099,SHBANK,CC,16,上海银行
625141,BOC,CC,16,中国银行
625143,BOC,CC,16,中国银行
625158,YDRCB,CC,16,尧都农商行
625196,TFB,CC,16,大丰银行有限公司
625198,TFB,CC,16,大丰银行有限公司
625247,ICBC,CC,16,中国工商银行
625249,ICBC,CC,16,中国工商银行
625288,DRCBCL,CC,16,东莞农村商业银行
625336,ABC,CC,16,中国农业银行
625337,BOC,CC,16,中国银行
625339,CEB,CC,16,中国光大银行
625362,CCB,CC,16,中国建设银行
625363,CCB,CC,16,中国建设银行
625500,SHRCB,CC,16,上海农村商业银行
625516,CDRCB,SCC,16,成都农商银行
625519,HNRCC,DC,16,湖南省农村信用社
625529,NXBANK,CC,16,宁夏银行
625577,HRBANK,CC,16,哈尔滨银行
625588,DAQINGB,CC,16,龙江银行
625808,GDB,CC,16,广东发展银行
625809,GDB,CC,16,广东发展银行
625810,GDB,CC,16,广东发展银行
625811,SJBANK,CC,16,盛京银行
625826,ABC,CC,16,中国农业银行
625827,ABC,CC,16,中国农业银行
625858,ICBC,CC,16,中国工商银行
625859,ICBC,CC,16,中国工商银行
625901,CSCB,CC,16,长沙银行
625902,JSBANK,CC,16,江苏银行
625905,BOC,CC,16,中国银行
625906,BOC,CC,16,中国银行
625907,BOC,CC,16,中国银行
625908,BOC,CC,16,中国银行
625909,BOC,CC,16,中国银行
625910,BOC,CC,16,中国银行
625911,CMBC,CC,16,中国民生银行
625912,CMBC,CC,16,中国民生银行
625913,CMBC,CC,16,中国民生银行
625915,ICBC,CC,16,中国工商银行
625916,ICBC,CC,16,中国工商银行
625917,ICBC,CC,16,中国工商银行
625919,PSBC,CC,16,中国邮政储蓄银行
625950,BSB,CC,16,包商银行
625955,CCB,DC,16,中国建设银行
625956,CCB,DC,16,中国建设银行
625957,SPDB,CC,16,上海浦东发展银行
625958,SPDB,CC,16,上海浦东发展银行
625959,BOQH,CC,16,青海银行
625960,CIB,CC,16,兴业银行
625961,CIB,CC,16,兴业银行
625962,CIB,CC,16,兴业银行
625963,CIB,CC,16,兴业银行
625964,CCB,CC,16,中国建设银行
625965,CCB,CC,16,中国建设银行
625966,CCB,CC,16,中国建设银行
625967,HXBANK,CC,16,华夏银行
625968,HXBANK,CC,16,华夏银行
625969,HXBANK,CC,16,华夏银行
625970,SPDB,CC,16,上海浦东发展银行
625971,SPDB,CC,16,上海浦东发展银行
625975,CEB,CC,16,中国光大银行
625976,CEB,CC,16,中国光大银行
625977,CEB,CC,16,中国光大银行
625978,CEB,CC,16,中国光大银行
625979,CEB,CC,16,中国光大银行
625980,CEB,CC,16,中国光大银行
625981,CEB,CC,16,中国光大银行
625993,SPDB,CC,16,上海浦东发展银行
625996,ABC,CC,16,中国农业银行
625997,ABC,CC,16,中国农业银行
625998,ABC,CC,16,中国农业银行
627066,SPABANK,CC,16,平安银行
627067,SPABANK,CC,16,平安银行
